b'27.56';2022-11-23 20:54:15.572004;
b'27.56';2022-11-23 20:54:15.572553;
b'27.56';2022-11-23 20:54:15.572574;
b'27.56';2022-11-23 20:54:15.955792;
b'27.50';2022-11-23 20:54:17.471783;
b'27.56';2022-11-23 20:54:18.987714;
b'27.50';2022-11-23 20:54:20.503709;
b'27.56';2022-11-23 20:54:22.019637;
b'27.50';2022-11-23 20:54:23.535670;
b'27.50';2022-11-23 20:54:25.051332;
b'27.56';2022-11-23 20:54:26.567243;
b'27.50';2022-11-23 20:54:28.083249;
b'27.56';2022-11-23 20:54:29.599179;
b'27.56';2022-11-23 20:54:31.115086;
b'27.50';2022-11-23 20:54:32.631039;
b'27.50';2022-11-23 20:54:34.146890;
b'27.50';2022-11-23 20:54:35.662745;
b'27.50';2022-11-23 20:54:37.178746;
b'27.50';2022-11-23 20:54:38.694758;
b'27.50';2022-11-23 20:54:40.210547;
b'27.50';2022-11-23 20:54:41.726565;
b'27.50';2022-11-23 20:54:43.242385;
b'27.50';2022-11-23 20:54:44.758423;
b'27.50';2022-11-23 20:54:46.274261;
b'27.56';2022-11-23 20:54:47.790156;
b'27.56';2022-11-23 20:54:49.306112;
b'27.50';2022-11-23 20:54:50.821966;
b'27.50';2022-11-23 20:54:52.337907;
b'27.50';2022-11-23 20:54:53.854335;
b'27.56';2022-11-23 20:54:55.370258;
b'27.50';2022-11-23 20:54:56.886160;
b'27.50';2022-11-23 20:54:58.401940;
b'27.56';2022-11-23 20:54:59.917909;
b'27.50';2022-11-23 20:55:01.433910;
b'27.50';2022-11-23 20:55:02.949691;
b'27.50';2022-11-23 20:55:04.465638;
b'27.56';2022-11-23 20:55:05.981686;
b'27.56';2022-11-23 20:55:07.497692;
b'27.50';2022-11-23 20:55:09.013436;
b'27.50';2022-11-23 20:55:10.529516;
b'27.56';2022-11-23 20:55:12.045362;
b'27.50';2022-11-23 20:55:13.561201;
b'27.56';2022-11-23 20:55:15.077138;
b'27.56';2022-11-23 20:55:16.593480;
b'27.50';2022-11-23 20:55:18.108852;
b'27.56';2022-11-23 20:55:19.624885;
b'27.50';2022-11-23 20:55:21.140918;
b'27.50';2022-11-23 20:55:22.656524;
b'27.50';2022-11-23 20:55:24.172444;
b'27.50';2022-11-23 20:55:25.688376;
b'27.50';2022-11-23 20:55:27.204315;
b'27.50';2022-11-23 20:55:28.720668;
b'27.50';2022-11-23 20:55:30.236117;
b'27.50';2022-11-23 20:55:31.752151;
b'27.44';2022-11-23 20:55:33.268030;
b'27.50';2022-11-23 20:55:34.783840;
b'27.44';2022-11-23 20:55:36.299669;
b'27.44';2022-11-23 20:55:37.815634;
b'27.44';2022-11-23 20:55:39.332222;
b'27.44';2022-11-23 20:55:40.847554;
b'27.44';2022-11-23 20:55:42.363457;
b'27.44';2022-11-23 20:55:43.879412;
b'27.44';2022-11-23 20:55:45.395271;
b'27.44';2022-11-23 20:55:46.911156;
b'27.50';2022-11-23 20:55:48.427666;
b'27.44';2022-11-23 20:55:49.943064;
b'27.50';2022-11-23 20:55:51.460058;
b'27.50';2022-11-23 20:55:52.975042;
b'27.50';2022-11-23 20:55:54.491161;
b'27.50';2022-11-23 20:55:56.006946;
b'27.50';2022-11-23 20:55:57.522805;
b'27.50';2022-11-23 20:55:59.038747;
b'27.50';2022-11-23 20:56:00.571607;
b'27.44';2022-11-23 20:56:02.070601;
b'27.44';2022-11-23 20:56:03.586683;
b'27.50';2022-11-23 20:56:05.102446;
b'27.50';2022-11-23 20:56:06.618380;
b'27.44';2022-11-23 20:56:08.134296;
b'27.44';2022-11-23 20:56:09.650423;
b'27.44';2022-11-23 20:56:11.166117;
b'27.44';2022-11-23 20:56:12.682109;
b'27.44';2022-11-23 20:56:14.198215;
b'27.44';2022-11-23 20:56:15.714206;
b'27.44';2022-11-23 20:56:17.231612;
b'27.44';2022-11-23 20:56:18.746157;
b'27.44';2022-11-23 20:56:20.262081;
b'27.44';2022-11-23 20:56:21.777892;
b'27.44';2022-11-23 20:56:23.293883;
b'27.44';2022-11-23 20:56:24.809846;
b'27.44';2022-11-23 20:56:26.325844;
b'27.44';2022-11-23 20:56:27.841800;
b'27.44';2022-11-23 20:56:29.357787;
b'27.50';2022-11-23 20:56:30.873718;
b'27.44';2022-11-23 20:56:32.389798;
b'27.50';2022-11-23 20:56:33.905724;
b'27.44';2022-11-23 20:56:35.421635;
b'27.44';2022-11-23 20:56:36.937513;
b'27.44';2022-11-23 20:56:38.453502;
b'27.44';2022-11-23 20:56:39.969376;
b'27.44';2022-11-23 20:56:41.486136;
b'27.44';2022-11-23 20:56:43.001518;
b'27.44';2022-11-23 20:56:44.517488;
b'27.44';2022-11-23 20:56:46.033536;
b'27.44';2022-11-23 20:56:47.549560;
b'27.44';2022-11-23 20:56:49.065498;
b'27.44';2022-11-23 20:56:50.581478;
b'27.44';2022-11-23 20:56:52.097480;
b'27.44';2022-11-23 20:56:53.613481;
b'27.44';2022-11-23 20:56:55.129633;
b'27.44';2022-11-23 20:56:56.645368;
b'27.44';2022-11-23 20:56:58.161217;
b'27.44';2022-11-23 20:56:59.677278;
b'27.44';2022-11-23 20:57:01.193178;
b'27.44';2022-11-23 20:57:02.709290;
b'27.44';2022-11-23 20:57:04.225195;
b'27.44';2022-11-23 20:57:05.741434;
b'27.44';2022-11-23 20:57:07.257247;
b'27.44';2022-11-23 20:57:08.773119;
b'27.44';2022-11-23 20:57:10.289091;
b'27.38';2022-11-23 20:57:11.805165;
b'27.44';2022-11-23 20:57:13.320966;
b'27.44';2022-11-23 20:57:14.837005;
b'27.38';2022-11-23 20:57:16.352874;
b'27.44';2022-11-23 20:57:17.868820;
b'27.44';2022-11-23 20:57:19.384814;
b'27.44';2022-11-23 20:57:20.900741;
b'27.44';2022-11-23 20:57:22.416805;
b'27.44';2022-11-23 20:57:23.932789;
b'27.44';2022-11-23 20:57:25.448991;
b'27.44';2022-11-23 20:57:26.964697;
b'27.44';2022-11-23 20:57:28.480728;
b'27.44';2022-11-23 20:57:29.996740;
b'27.44';2022-11-23 20:57:31.512835;
b'27.44';2022-11-23 20:57:33.028903;
b'27.44';2022-11-23 20:57:34.544754;
b'27.44';2022-11-23 20:57:36.060813;
b'27.44';2022-11-23 20:57:37.576597;
b'27.44';2022-11-23 20:57:39.092575;
b'27.44';2022-11-23 20:57:40.608540;
b'27.44';2022-11-23 20:57:42.124520;
b'27.44';2022-11-23 20:57:43.640300;
b'27.38';2022-11-23 20:57:45.156283;
b'27.44';2022-11-23 20:57:46.672291;
b'27.38';2022-11-23 20:57:48.188148;
b'27.38';2022-11-23 20:57:49.704579;
b'27.44';2022-11-23 20:57:51.220150;
b'27.44';2022-11-23 20:57:52.736346;
b'27.44';2022-11-23 20:57:54.252013;
b'27.44';2022-11-23 20:57:55.768052;
b'27.44';2022-11-23 20:57:57.284035;
b'27.38';2022-11-23 20:57:58.801063;
b'27.38';2022-11-23 20:58:00.315888;
b'27.44';2022-11-23 20:58:01.841674;
b'27.44';2022-11-23 20:58:03.347902;
b'27.44';2022-11-23 20:58:04.863761;
b'27.44';2022-11-23 20:58:06.379598;
b'27.44';2022-11-23 20:58:07.895789;
b'27.38';2022-11-23 20:58:09.411634;
b'27.44';2022-11-23 20:58:10.927469;
b'27.38';2022-11-23 20:58:12.443580;
b'27.44';2022-11-23 20:58:13.959494;
b'27.44';2022-11-23 20:58:15.475480;
b'27.44';2022-11-23 20:58:16.991418;
b'27.44';2022-11-23 20:58:18.507386;
b'27.44';2022-11-23 20:58:20.023386;
b'27.44';2022-11-23 20:58:21.539257;
b'27.44';2022-11-23 20:58:23.055158;
b'27.44';2022-11-23 20:58:24.571137;
b'27.38';2022-11-23 20:58:26.087064;
b'27.44';2022-11-23 20:58:27.603129;
b'27.44';2022-11-23 20:58:29.119157;
b'27.38';2022-11-23 20:58:30.635024;
b'27.44';2022-11-23 20:58:32.150862;
b'27.44';2022-11-23 20:58:33.666909;
b'27.44';2022-11-23 20:58:35.182803;
b'27.44';2022-11-23 20:58:36.698654;
b'27.44';2022-11-23 20:58:38.214672;
b'27.44';2022-11-23 20:58:39.730603;
b'27.44';2022-11-23 20:58:41.246459;
b'27.44';2022-11-23 20:58:42.762618;
b'27.44';2022-11-23 20:58:44.278394;
b'27.44';2022-11-23 20:58:45.794369;
b'27.44';2022-11-23 20:58:47.310388;
b'27.44';2022-11-23 20:58:48.826307;
b'27.44';2022-11-23 20:58:50.342216;
b'27.44';2022-11-23 20:58:51.858169;
b'27.44';2022-11-23 20:58:53.374161;
